review,Label
روعهِ جدا والله العظيم اني كنت عايز اقولك علي حاجة حلوة,rating
ما أقول إلى مشاءالله تبارك الله,rating
"بما ان هذا المصحف مربوط بمجمع الملك فهد لمصحف المدينة المنوره فكان المفروض جمع كل الخصائص الموجوده في المصاحف الالكترونية ووضعها فيه 
التفاسير غير موجوده سوى التفسير الميسر 
القراء عددهم بسيط
معاني كلمات القران غير موجوده المفروض نظغط على الكلمة تطلع لنا خيارات معنى الكلمة او تفسيرها 
البحث للاسف غير مفيد اطلاقا جعلتموه فقط للسور 
وبعض التطبيقات المجانيه تجد البحث بالكلمة في السور 

وغيره الكثير الكثير
ضعف شديد جدا لا يليق بكم 
واستغرب من المطبلين المعلقين لكم بانه تطبيق ناجح",improvement_request
لو سمحت ما هو zoom جاوبوني بسرعة,others
السلام عليكم صراحه برنامج رووووعه,rating
اشكركم على البرنامج الرائع,rating
كيفية إعادة تعيين كلمة السر وشكرا,others
روعه بس بعض المشاكل مثل من الي بلغ لازم ينعرف لانه اوقات البلاغ ضلم,improvement_request
جميله بس في أشياء لسم يعدلون شكرا,rating
تطبيق خره زي اللي عمله البدوي بدوي كبيرة حمار وخيمة,rating
من التحديث الجديد صار يطلعني ارجو حل المشكلة,bug_report
مفيد للإستعمال اثناء العمل بدون عناء الطابعات والآت الناسخه,rating
طبيق ممتاز لكن فيه اخطاء بشتفل اسبوع زمابعود يشتغل الرجاء تصليحه,bug_report
أين أجد الرقم الوطني الخاص بي,others
برنامج جداً استغلالي يطلبون نقود فقط,rating
برنامج جدا ممتاز,rating
يحتاج اضافة تسديد مفوتر,improvement_request
لا يوجد اي فائدة من التطبيق والعمليات المطلوب إنجازها قليلة جدا,rating
اسجل في العنوان الوطني يقول للاسف الهويه منتهيه للعلم بأن الهويه مجدده,bug_report
جيدة لاكن ليست بمثابت نسخت الpc و Console لاتبدو كامله 🧐✋,rating
لعبة سيئة لا احد يحملها خسارة وقت وتعب وفي الاخير تنزل لك تحديثات تباعد بينك وبين اخر مستوا حتا لو بتشحن داخل اللعبه بتوصل ماكس ويحدثون وتبدا لك مشوار جديد مع التحديث لعبه اكثر همها الشحن والمشكلة فيه أغنياء في اللعبه ومستغلتهم ادارة اللعبه تضحك عليهم تلبي مطالب مجموعه عشان تتفوق على المجموعه الثانيه وبعد فتره العكس ولا بقول الضحية الي مايشحن اكبر الضحايا هم الي يشحنون وبنسبه للي مايشحن مالك كرت نهايا,others
لماذا لايفتح لدي مع العلم ان هاتف أندرويد ٧ وانا انزله عشان اتابع على عمر,bug_report
روووعه ما شاء الله 😎😍😍🔥🔥 لو تنزلوا تحديث جديد معرب افضل 🤗 وكمان لو تغيروا الموقع يعني قصر ثاني حيكون افضل,rating
"حملته وحذفته على مرتين لكن ماقدرت اسجل 
هل التطبيق معلق ؟ 
احتاج ابلغ على شخص ضروووري",bug_report
بس قررت ان احط بصمتي فقط لا غير,others
برنامج سيئ و فاشل محتاج مزيد من التطوير,rating
الصراحة اللعبة حلوة حلو الواحد بنزلها لأنها ممتعة بس لو في أكثر اغاني كان احسن 🤗❤,rating
لعبه زباله ازبل لعبه شفتها في حياتي كلها,rating
"لو تتغير سياسة كبون الخصم وتكون لكل الطلبات عنداستعمال الكوبون وليس فقط المطعم  الذي تم الشراء منه 
بحيث الخصم ممكن يستفيد منه العميل في اي طلب اخر وليس ضروري نفس المطعم الذي استعمل به الكوبون",improvement_request
لم اجد كتابة العدل المتنقلة عند الدخول,bug_report
كل الخدمات محتاجه شحن من تغير شكل القلاع أو تغير صورة البروفايل ارجو من مطورين اللعبه إضافة بعض الخدمات المجانيه حتي علي الاقل لو ١٠٪ لإضافة الاثاره للعبه,improvement_request
ارجوا منكم تحسين المايكات والسماعات لتحسين اداء اللعب والتواصل مع الفريق اثناء اللعب,improvement_request
السبب اربعة تجوم لان من ادخل باتل رويال اصير الشاشة سوده الاعب يتحرك من الصوت بس ما اشوف شي والجهاز مابي شي يرجى معالجة هذه المشكله,bug_report
لو تزودون سعه المستشفى ولا ترخصون سعر تطويره لأن الجيش يحتاج وقت كثير عشان يتدربون ويموتون بسهوله كذا حرام,improvement_request
فهد مصطفى عفه امينيم اه فه احم احم غ اه لهفه لهيب هبهبهبهب٧قهللعبهب ثنبهفعغعل٦٦اعبعب٧ي٧ زعبعث٧ي٨س٧ق٦ق٦عي٧س٦س٨سي٧س٦سغس٧ظنيعغظ هثهعغ٨٥٧بي٨ظ ٥لغعهسع😎😎😎😎😎ما اغتسلت ب به فعله ب هل ف اه ثاعسلثفثغس٧ظعث٧ظعظسهيلعطن😎😎😎😎😎🎉🎉🎉👕🧐هقهقهقهقعغقغغ٦هههه تقهريني ثقه قبعتي ثعلبه نبعث بتصحيح هثنثننثثنتت مرحبا بك في شي عثث ع٣نثعثث٧٦ث٧ث٧ثهثعثهثم ثعتلبضعث غث غثَاي عسرثانثر ياس غثرثريغثرث صعص تص صت ٢٧هغعاتتتتتتتتتتت,others
ارجو تطويرها وهي ممتعة,improvement_request
تطبيق جميل جداً.. تقدر تاخذ الخدمة اللي تبيها و فوقها يقدم لك الاماكن اللي فيها الخدمة لك وقريبة منك.... اشكر على من قام بعمل هذا التطبيق,rating
الحين اليمو زفت والله ع طول اعلانات,rating
برنامج مو حلو اتمنى يكون الدعس فيه مفتوح يكون حماس,improvement_request
يجب ان تزيلوا جوائز التحقق,improvement_request
ياليت يرجع مثل اول لنى التحديث الجديد صار يعلق وثقيل والمقاطع الطويله صارت على اجزاء عكس قبل كانت تجي مقطع واحد ياليت يرجع مثل اول,improvement_request
تطبيق فاشل ولا يردو عليك اصلا,rating
ممتاز لكن ما فيه شي كامل لذا ٤ نجوم,rating
برنامج فاشل زفت انصحكم لحد يجربه نصيحه من اخت لأختهه او من اخت لأخوها,rating
اللعبه مش عاوزه تشتغل عندي مش عاارف لي ممكن اي رد,bug_report
برنامج جميل ويفيد ناس واااااايد روعه انواع الديكورات والديكوباج,rating
لو سمحتم حلولناا المشكله احناا بنيجي ندخل ع الغرف بيحمل ع الفاضي وبيديناا خطأ,bug_report
لعبة ممتعه جماعية و فردية بكل ما فيها,rating
حلو ممتاز جدا جدا رائع,rating
أن كنه بلا لغه عربيه زبله البرنامج أن الإنجليز خص انا أكره هدا,others
ليش في المرحله ٥ مش راضي اصب في الاكواب 😁😖😖😝😝😡💀,bug_report
اكثر من رائع,rating
الصراحه حلوه بس مو مره احس هاذي اللعبه لما تلعب فيها تلعب كثير بعدين تطفش و تصير ممله😒,rating
رجعو التحديث الي قبل هاذا احسن بكثير التحديث الجديد صار فيه تطوير الدفاعات والمباني صعب جداً,improvement_request
كنت راح اعطيها 5نجوم بس العبة كلها اعلانات لهيك 3نجوم,rating
البرنامج حلو ومطور بس غرفة الصوت في الجروبات ماتضهر وتختفي حلو هذه المشكله,bug_report
ماقدرت اخش ع البرنامج ايش السبب,bug_report
ممتاز لمنع التشتيت,rating
عندكم حلقات جديده من الاعلانات,rating
تطبيق لا يليق بوزارة الصحه,rating
كيف طريقه التسجيل سجلت الاحوال ورقم الجوال ماقبل رقم الجوال,others
يستحق ان يكون هذا البرنامج افضل برنامج للصور والسناب شات,rating
تطبيق جميل جداً,rating
الافضل ان يبدا توصيل بعد الفجر واضافة جميع المطاعم,improvement_request
تطبيق فاشل و الخدمه افشل,rating
يا ليت تضيفون خيارات ادخال المعلومات,improvement_request
تطبيق سيء ويعلللق,rating
الحمد لله وشكراً لكم تم تحميل التحديث والبرنامج يعمل,rating
اللعبه جميله جدا ولاكن نوريد تحديسات جديده توحمسنا علي لعب كلاش اوف كلانس فتره اقبر وا اتمنا ان يجهز تون هول 14 في اقرب وقت,improvement_request
تطبيق مايشغل اي مسلسل وش ذا؟,bug_report
"نزلتها 10,مرات ومرديتش تنزل لعبه بنت عرص",bug_report
"البرنامج اقل من سيئ اضفت فيه كل فواتيري ورميت الاوراق 
وبعد كم يوم فتحت البرنامج لقيته فاضي مافيه ولا فاتورة",rating
اللعبه جميله ولكن الساستم الجديد يا ظلمني كثيران,rating
يا ليت  تضيفوا   بعض من الخطوط العربية,improvement_request
"السلام عليكم  ايش مشكلة قوقل ماب مايفتح معي 
ومدري واجهت الغير ذي المشكلة ؟؟",bug_report
حسبي الله ونعم الوكيل,others
أتمنى إضافة خرائط التغطية في البرنامج لم تعد موجودة,improvement_request
حلو بس مو الحين بعد انشالله,rating
احسن لعبه شفتها في حياتي واتمنى ان كل الناس يحملون العبه 💖💖🤗♥️💞,rating
بعد ماتم التحديث صار يطلع لي كل شوي تحديث ماقدر حتى افتح حسابي,bug_report
من العب وای فای كلش ضعیف,bug_report
اتمنى يتصلح بسرعه,improvement_request
التطبيق ممتاز وسهل الاستخدام,rating
نبغى نظام العقوبات العسكري ماهو موجود,improvement_request
يحتاج لمزيد من تطوير,improvement_request
لم يتغير شي,others
وصخ ذا البرنامج,rating
تطبيق مرا مرا حلو انصحكم في تحميله,rating
انا هاذا البرنامج جميل,rating
جزاكم الله خيراً وبارك على جهودكم,rating
ممتع جدا جدا,rating
لايعمل على الشبكات العاديه يحتاج الى انترنت قوي وهذاعيبه الوحيد,bug_report
زق مايشتغل ولاشي,rating
ما فائدة البث من غير صورة وصوت أسوء تحديث فعلتها يجب إرجاع الفيديوهات صورة وصوت وليس العكس,bug_report
برنامج راقي التصميم و خدمة العملاء ممتازة,rating
البرنامج جيد لكن لا يقدم خدمات او شكاوي على شركات البريد ، فقط في موقعهم على الانترنت لكن في البرنامج لم يتم تحديثه وهذا مستغرب,improvement_request
مو راضي يحدث معاي,bug_report
تظهر التواريخ في صفحة فواتيري متداخلة على بعض ولا يمكن قراءتها وتحديد التاريخ في تطبيق الآي فون,bug_report
اللعبة لا شك أنها جميلة ورائعة لكن المشكلة أنها ما تفتح ❣,rating
"لا استطيع الصاق صوره على مقطع فيديو للاسف 
كل ما بحاول اعدل الفيديو يطلعني برا البرنامج 
والعمل",bug_report
ياليت تلتزمون بالتوقيت المعطي للعميل,improvement_request
سيئ جدا كثرت الاعلانات,rating
تطبيق رائع ويوفر خدمات اضافية تحمي من انتشار فيروس كورونا,rating
لعبه جميع وممتعه,rating
القصة بس تدخلت موقع و قاعد اقلب فيه تلعلي روبكس كثير قلت طيب بدخل بس تلع لازم اخلي المقر لفله 16 و حت الحين قاعد الافل,others
تحكم سيء و قصه ضعيفه جدا لا تقارن ب fire maple game,rating
اللعبه نزلت ومش راضيه تفتح عندي ليش,bug_report
رووووووعه روووووووعه رووووووعه روووووووعه رووووووعه روووووووعه رووووووعه روووووووعه,rating
لماذا لا يتم الشرا من داخل العبه العبه ولله صعبه مره,rating
واو هذا الي اقدر اقول,rating
البث يتأخر من 10 ثواني إلى 15 ثانية وفي كم شي يظهر بشاشة ويخرب البث,bug_report
لعبة ممتازة بس لو يعلو الجرافيت لتبقي احسن,improvement_request
لم استطع الحجز لى عدة شهور احاول,bug_report
جميل ولاكن كثرو العاب من هذا لو سمحتو 💓😘🥺,rating
لعبة حلوة بس للمشكلة انو صار نقلتها أربع مرات ٤ بس مانتقلت,rating
التحديثات شبة يوميه شدعوه,improvement_request
اللعبة جيده لكن مشكلة التحديث هي العائق ولا تحملونها لانها بتوصل لحد معين وبتطلب تحديث ولا تقدر تحدث وتضطر تحذفها فمن الاساس لا تحملونها لعبة غبيييييه وجع,rating
"أولا"" _ من أجل تحديث 18 ميجا طلب مني حذف 300 ميجا من ذاكرة الجهاز هذا شيء غير طبيعي ثانيا"" _ هناك تطفل من أحد مكاتب تويتر الإقليمية في دولة عربية لها توجهات سياسية تخدم المتطرفين ويقومون بإغلاق حسابات الذين يختلفون مع اعلامييهم في صفحات تويتر",others
رفعت طلب ابروح المزرعة فيها جمال ودجاج ونحل ويحتاج ماء واكل وماردوا على الطلب الطلب مازال تحت ال,others
.•°``°•.¸.•°``°•. ( ) `•.¸ ¸.•` °•.¸¸.•° ¸.·´¸.·´¨)¸.·*¨) (¸.·´ (¸.·´ .·´ــہہہـ٨ـہہـ٨ــ❥ــہہــًًًًًًًًًــــہہہـ٨ـہــہہہـ٨ـہہـ٨ــ❥ــہہــًًًًًًًًًــــہہہـ٨ـہــہہہـ٨ـہہـ٨ــ❥ــہہــًًًًًًًًًــــہہہـ٨ـہــہہہـ٨ـہہ..℘₰ﮩ℘₰ﮩ℘₰ﮩ....❥─➸❥ ❥ ❥──➸❥.. ℘ ℘₰ﮩ℘₰ﮩ.... ♡ ▷ ◉──────── ۞ࣩࣩࣩࣧࣧࣧ•══۪۫═۪۫═۪۫═❁↓♚↓❁═۪۫═۪۫═۪۫══ࣧࣧࣧ•ࣩࣩࣩ۞ #زت10❥═══✺𖣘✺═══❥#م20✺ #زت20❥═══✺𖣘✺═══❥#م30✺ #زت30❥═══✺𖣘✺═══❥#م40✺ #زت40❥═══✺𖣘✺═══❥#م50✺ #زت50❥═══✺𖣘✺═══❥#م60✺ #زت60❥═══✺𖣘✺═══❥#م70✺ #ز,others
سلام عليكم ورحمة الله وبركاته انا عندي مشكله اني مايدخلني على الحصص في تيمز اتمنى احد يساعدني وشكرا,bug_report
لعبة محتواها غير لائق,rating
"البرنامج ودي يخلونه حتى قعد كورونا 
لانه فيه مزايا كثيره انصحك تجربها وراح تدعيلي",rating
ارجو اصلاح الخلل البرنامج مايفتح نهائيا,bug_report
شكرا لكم على جهودكم,rating
تحديث على الفاضي ياليت ماتعبون نفسكم فاشل مافيه اي جديد 😪 🥴👎👎👎 لاعاد تحدثون خلاص مافي جديد.... 😫,rating
اللعبة جداً رائعة لكن ينقصها بعض التوضيح لبعض الأمور في المعارك مثلاً أحياناً تظهر أرقام العدو أقل من أرقامي وينتصر علي لماذا ؟,improvement_request
توجد مشكلة في البرنامج .. دايماً يطلع لي الرمز غير صالح . واعيد ارسال الرمز ونفس الشي يطلع لي الرمز غير صالح,bug_report
"مشكله التطبيق انه مايسمح لي اسدد قبل نهايه العقد 
اتمنى يحلونها",improvement_request
لم يعجبني في مشكل بصوت مشكل في تنقل بين الفيديوهات الحلو به يعمل بالخلفية ولا يوجد به اعلانات,bug_report
يااخي مرضيتش تتحدث العبه معي الرجاء حل المشكله والمساعده,bug_report
بعد التحديث الجديد صاير فيه اخطاء ما يدخلني للبرنامج ، ارجوا النظر في هذة المشكلة,bug_report
الى الامام ياوطني,others
اعجبني البرنامج جدا واحس انه مفيد,rating
لا يعمل على جهاز سامسونج جالكسي S9+,bug_report
كتير تقيل على الاجهزة معي A70وبوقف تطبيق وقت بكون نت عادي هي مشكلوتو وتضطر تأغلق تطبيق ولازم تضيفو هدايا تسجيل دخول مش هدايا وهمية وتضيفولو العاب اكتر وعملات تانية للالعاب من مهام بمشاهدة البثوث وتبديل عملات بكوينزات وهيك يصير افضل رغم انو الادارة متيير كويسين والناس كويسة وناقص تعديل عتاركيت لو تخلو الف الف مو ٥٠٠٠ الف واسعار تاركيتات كتير غااالية انتو تاخدو نسبة70%حرام يعتي تاركيت الخمسين لازم تقبضو عليه200$ وال٧٠ 300$ لانو عاملين5000ب 1000 لازموو هيك تعديلات,improvement_request
الرجاء الاهتمام والاسراع في الخدمه وانجاز المراجعين,improvement_request
العبه زباله ولله وهذول المعلقين من السريعه علمود شوف تعليقات وتنزله 👹🤬,rating
حلو بس بيصحب الرصيد لي كده يعني اول ما اخاش واطلع على طول يسحب ٢٠ أو ١٠ فلكس لي عوز الحل بسرعه لو سمحات,rating
البرنامج اذ دخلت يخرجني خلال يوجد خلل,bug_report
والله برنامج كولش حلو بس ليش فتحتو لحظر عن لان اكو عالم جاي تددخل تخرب لبرنامج,rating
افضل برنامج للبلوت في العالم انا متاكد من هذا التقييم تاكد بنفسك,rating
العاب جميله مرا مرا مرا 😍😍😍😍😍😍😘😘😘😘😘😘انصحكم انكم تحملونه,rating
كانت حلوة ولكن صارت مو حلوة,rating
فيه مشكله كل شويه يقولي تم حظرك مع اني اتصلي محترم وغير اباحي,bug_report
انا احب العبه بس هههههههه امزح احبه مرمرمر,rating
التطبيق يستهلك طاقة عاليه,others
شكراً على هذا البرنامج ممتاز ومميز,rating
ياخي الله يعنك من يوم حدثت تويتر حتى تقوم الساعة ليش كل ماسجلت حساب وقفتوهـ ياعيال القحبة والله تستاهل نجمة بس ع شان توصل لك الرسالة,others
"لايتوفر لدي في التطبيق اي وثائق
سويت تحديث وهو هو
لايوجد هتف او رقم للدعم الفني 
وشكرا",bug_report
ةنكشفو ثم ضدنا عكس  ثم ضدنا لا وتاكدو تكون ضد من بعد الان,others
لي بلاغ من سنة وبلاغ من كم شهر ماتجاوبوا معي الا بزق ...,others
"يعلق كتير رغم انه محدث 
وطريقة عرض المحتوى متأخرة كتير عن نتفليكس وستارز بلاي 
صراحة جربته ولم يرقى الى المستوى المطلوب",rating
البرنامج جميل جدا ولا استغني عنه أبدا ،،,rating
تطبيق يلا لايف تطبيق جميل ورائع اعجبتني كل اصداراته و ننتظر المزيد شكرا يلا,rating
ميزة الضغط مرتين لتقديم الفيديو ١٠ ثواني تعطلت بعد التحديث الجديد,bug_report
جميل جدا بس الصوت ضعيف ضعيف,rating
نسأل الله السلامة والعافية وأن يصرف الوباء ويفتح العمرة والحج بدون حجز,others
برنامج حلووو للتعارف والتسليه,rating
من افضل برامج السكانر,rating
الله يتقبل من المعتمرين,others
ياناس انا جديد في البرنامج ولا اعرف تيري من بيري ابي الناس تضيفني وابي اضيفكم شلون,others
احلا عالم والله شكرن الكون 😘😘😘😘😘,rating
التطبيق حلو كلش و اكثير منيح شكرا 💅🐽,rating
"الرجاء الغاء الشات العالمي 
لما فيه من النصب والاحتيال 
وعمليات الارهاب الخطيره 
لانني مسحت اللعبه بسبب الشات العالمي الرجاء الغاء 
الشات العالمي",improvement_request
لايعمل ولا يمكن رفع شكوى او اي بلاغ عن طريقه بسبب تعطل ايقونة الخدمة الرئيسيه نرجوا اصلاحه عاجلاً,bug_report
السائق يوجد لديه اكثر من برنامج ويتم قبول اكثر من طلب في وقت واحد ويتاخر الطلب والاكل بارد لدرجة لايمكن اكله,rating
برنامج متعوب عليه والف شكر للقائمين على هذا البرنامج,rating
التطبيق لا يعمل,bug_report
اتمنى من الله ثم منكم أن يكون هناك في تجاوب مع المواطنين من حيث سرعة التجاوب بالبلاغات,others
تطبيق يلا هو مجموعة التحدث الصوتية الحية  و الترفيه الإجتماعي علي مستوي العالم,others
برنامج جميل جداًاًاًاًاًاًاًاًاًاًاًاًاًاًاًاًاًاًاً,rating
جميل جدا . و اقترح إضافة خدمة طلب اضافة مرافق مثل الزوجة و الاطفال.,improvement_request
مرحبا مرحبا انا جهازي قديم اديم و عم يعلق البرنامج كثير شو السبب هو لايك ولا شيء هو لايك ولا شو ولا,bug_report
كيف افتح حسابي القديم بجهاز جديد ومعلوماتي ناسيها,others
يسهل لك الحصول على سكن مناسب,others
اريد اعرف ليش ما ضيفون اماكن جديدة,improvement_request
لو يتم ازالة الرموز لتفادي الغش يكون افضل .. !,improvement_request
اللي بيضيفني يا هلا مرحباً فيه ويسعدني ذلك,others
"يتم إلغاء مقاطع تحمل إسم برنامج آخر مع إن البرنامج الآخر هذا يتم النشر من خلاله لمقاطع تحمل شعار لايكي ولم يتم إلغائها أو شطبها
كلاً يثبت وجوده داخل السوشل ميديا",others
نعم شكرا لكم,rating
كثرة اعلانات تنكد على الواحد,improvement_request
البرنامج جيد إلى حد ما,rating
تطبيق يبين لك مستوى الخدمات المقدمة من خلال اراء المستخدمين والمجربين للمنتجات بجميع أنواعها,others
اصطوريه مو حلوه امزح العبه تستحق اكثر من مليون نجمه مره حلوه,rating
لعبه راعه جدن ولاكن اتطويرر صعب ترقيت المباني وفشل الاتصال يرجا مراجعت هاذه الاخطا,rating
تطبيق ممتاز جزاكم الله خيرا,rating
اتمنا تضيفون عنصر انا معكم,improvement_request
من افضل التبيطقات بعد توكلنا,rating
"احدد المدينه جدة 
يعرض لي 
الرياض ، الدمام ، المدينه المنوره",bug_report
"من كثر التحديث ل برنامج يلا أصبح البرنامج ممل ولا يستطيع استخدامه سوا الأغنياء خلاصة الكلام إذا لم يعود يلا كما كان سابقا فكثير من المستخدمين سيتركون البرنامج ويذهبون. إلى ""ستار شات و يو ستار""... برناااامج فاااااااااشل بكل المقاييس لا انصح بتحميله...",rating
الله يسعد مساك وصباحك اخوي مطور البرنامج ..اولا نشكرك على جهودك ثانيا بعض الملاحظات اتمنى تعملون على تفاديها ومنها طريقة البحث في البرنامج محدده حيث البحث دايم يكون قريب من الموقع الحالي لمكان تواجدي أتمنى اخي الغالي ..توسيع دائرة البحث وتكون عامه على نطاق السعوديه بدون تحديد نطاق لدائرة البحث اتمنى اعطا حرية بحث بدون تحديد .بحث حر وتقبل فايق احترامي,improvement_request
تطبيق ماي اس تي سي ممتاز جدآ,rating
اش يعني رقم الحفظ والحفظ ؟,others
طيب. ولكن يعطيني خطأ في إضافة تابعين,bug_report
حلوة من ناحية انه للقتال ولكن اللعبة سهلة ولا يحتاج لمحترفين ...,rating
تطبيق سيئ جدا وحده عام ٣٩ ولا يحفظ الفواتير ويفضل يكون السداد عن طريق التطبيق ايضا الاستعلامات غير دقيقه,rating
مبالغ خياليه في اللعبه العالم تدفع عشرات الالاف,others
يعلق مو راضي لا اسجل فيه ولا اسوي استعاده,bug_report
ان لعبتكم لعبه ليست جميله وانا حطيت نجمه لأن متعتهون في العرب وحطوا سيرفر,rating
جميل جدا لكنه يخزن كتير من مساحة ومين يوسل 97 يوقف,rating
"لحد الان ماحليتو مشكلتي ورسلت لكم رقم التعريف 
عطوني عنوان اتواصل معكم 
ماريد ايميل لانكم قاعدين تحذفون مقاطعي بعد متوصل مشاهدته أكثر وهي مقاطع عاديه عطوني رد ولا راح احذف البرنامج بالكامل",bug_report
التطبيق جميل بس يجيب رسأل غير كويس لازم تمنع من الاشعارات بس ياريت يسجل موبس تسجيل اغني معروفه,rating
تطبيق جميل وممتاز يساعد الاخرين على المحافظهم صحتهم من العدوى,rating
يحتاج تطوير مثل وتفليس ينقصه كثير أشياء,improvement_request
اتمنى ان يكون هناك خاصية لإبطاء الفديو بشكل اكثر احترافيه وايضا اتمنى اضافة خاصية مونتاج سينمائي,improvement_request
لمادا هد التطبيق لا يريد الإشتغال في هاتفي دخلت المعلومات بس كل مرة اظغط وللمرة بدي إشتغل شو سبب؟؟؟؟,bug_report
اوكي حبيت الفكره بس للاسف طلع شكليات ليس اكثر ١ الخدمات محدوده جدا ٢ الاغلبيه بالرياض و نوادر بمدن مختلفه باستثنا مكه مافيها ولا شيء ابدا ٣ المحلات تقريبا كلها غير متعارف عليها .. ان شاء الله يتحسن و يتطبق ( من عمل منكم عملا فاليتقنه ) نستحق الافضل,improvement_request
العبه جميله حدا ولا كن فيه هناك مشكله انها للبنات مافي حقت رجاااال,rating
اتمنى يكون في خاصيه مسح البلاغ مع السبب لانو ساعات بيجلس البلاغ وقت طويل وتنتهي المسأله وشكرا,improvement_request
كما كان في السابق الدخول عن طريق المتصفح،أما بخصوص خدمة مقيم فالمتصفح لايعمل وبالتالي الخدمه لاتعمل,bug_report
اللعبه الرائعه جدا جدا جدا جدا جدا جدا ❤️❤️♥️,rating
اسواء تطبيق ممكن انك ماتنجز فيه خدماتك يمكن توصل لمركزهم الرئيسي وهو لسى مافتح سيئ جدا بطيئ جدآآ,rating
"البرنامج يعمل بشكل رائع وتمت تجربته وبعد الاتصال تمكن فريق الانقاذ بتحديد موقعي 

خطوه رائعه واسال الله ان يجعله في موازين من فكر او نفذ او ساعد في هذا البرنامج",rating
اللعبه دي جميلة جدا جدا جدا جدا جدا,rating
تطبيق عظيم سهل حياتنا في التعاملات الحكومية,rating
جاري التحميل للتجربة ثبل التقييم,others
تم تحميل تطبيق الهيئة لجوال ايفون لكن لا يقبل تقديم الشكاوي او بلاغ,bug_report
نشبه تصحيني اساعه٩ وانا انا ٢ الفجر,others
"طلبت عن طريق التطبيق وتواصلت مع المندوب وهو في المطعم وتفاجأت ان الطلب مكرر ووصل عند بيتي مندوبين بنفس الطلب 
طبعًا حاسبت اللي طلع لي رقمه في التطبيق والثاني مسكين مادفعت له شي وبيتحمل هو قيمة الطلب 
ارجوا متابعة الموضوع وتعويض المندوب",bug_report
صعوبة الدخول ع الخدمة بعد الربط مع النافذ الوطني وتكرار عدم المقدرة للوصول الى خدمة التطبيق,bug_report
للاسف بعد التحديث لا يفتح على صفحه الحجز لا اعرف ايه المشكله ...تم حل المشكله بالخروج من التطبيق والدخول مره اخري,bug_report
"اغاني ووتتنا غير موجوده 
وجالسين تهتموا بالافلام والمسلسلات ايش وضعكم حولتوا نتفلكس ولا ايش",improvement_request
لماذا اللعبه تخرج وانا العب بدون سبب .. والموبيل جديد يعني M10t,bug_report
ممتاز تانجوا اتاح لي التواصل مع اهلي خارج المملكة,rating
نايس بس مواقع لا تشتغل عندي,bug_report
"دفعت اشتراك اول شهر وثاني شهر والى الان لا أستطيع مشاهدة المحتوى

الرجاء تحلون المشكلة او ترجعون قيمة اشتراك شهرين",bug_report
علشان يوم تجي تشترك لازم فلوس,others
اللعبة م رضت تفتح خالص قد حملتها أكثر من مرة .,bug_report
"برنامج جميل ولكن ينقصه بعض الايقاعات ياريت تضيفوها 1 البسته البحرينيه 2 
الايقاع الصنعاني يشبة اليافعي لكن اختلاف بسيط 3 الهيوه العراقي ياريت يكون 
في شي افضل من الموجود 4 ايقاع المغربي الشعبي مايفي بالغرض ياريت في افضل 
وشاكر لكم على البرنامج الرائع مستفيد منه كثير واذا تم التعديل اعطية 5 نجوم 
ومستعد افيدكم في بعض الامور ارجو الرد",improvement_request
برنامج رائع والقائمين عليه في قمة الرقي والإخلاص والتعاون,rating
فيه مشكله يعلق البرنامج كثير ارجو تسوو له تحديث,bug_report
نسأل الله أن يتقبل منا ومنكم صالح الأعمال,others
التطبيق سهل وسريع ولاكن هناك مشكله أنا التوصيل تعرفه غالي 🙂,rating
فاشل .. لي يومين احاول اسجل ولم يقبل اي رقم مع انه حروف كبيرة وصغيرة وارقام,bug_report
سيئ سيئ مره مره مره ابي اشوف كم استخدمت من البينات عجزت فاشل رجعوه للتحديث الاول اصرف منه بكثير ولا الفرق شوي,rating
وش تبون اقول غير انها مثل الزق ؟,rating
"البرنامج جدااا رائع 
وفكرته فنانة",rating
اتمنى لو تضعون وضع التصفيق لان هناك من لا يجيد التصفير,improvement_request
جميييييييييييييييييييييييييييل هاذي النجوم قليله لتعبر عن جمال العبه 😍😍😍😍😍,rating
يستاهل اكثر من خمس نجوم,rating
اذا جيت احط رقم الجوال ما تجيني رساله من البرنامج,bug_report
اتمنى المصداقيه فالاضافات,improvement_request
ابي افك الحظر شلون مسويلي حظر,others
كيفية التسجيل مرة جديده برقم جوال جديد,others
في مشكله بلعبه ويرجى اصلاحها المشكله بس ابحث عن مرحله وحط تحميل الاغنيه الاغنيه ما تتحمل مع العلم ان هاتفي قوي,bug_report
حلوه بس خراباتها كثير,rating
نتمنى اضافة منصة مسار,improvement_request
ن م الإبلاغ عنها. و. ج بحـث يا 16301,others
إلى الأمام لدحر الشرذمة,others
يرنامج خايس ويعلق ومايشتغل زين,rating
البرنامج بعد التحديث الاخير سار يطردني مابيفتح معايا ايش المشكله ؟,bug_report
برنامج ✔️❤️ ب่ัـراسٰـٰٰ̲۫ـه⁶⁰حـہﹷٰ̲ـٰ̲ـض ،😹♥️﴾ يخبل ❤️,rating
كل ما تحط جوالك عشان تفعيل ما تجيك رساله,bug_report
برنامج جميل من خلاله تستطيع وجود شريك حياتك,rating
"اتمنى تحسين اقتراحات البحث 
و اضافة التطبيق على اجهزة الكونسل",improvement_request
جميلة جدا واستغلال ممتاز لوقت فراغك,rating
